"ActivityDT","ClinicalEvent","SourceHost","SourceDatabase","SourceTable"
"13/10/2013",245,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/10/2014",804,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/10/2015",410,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/10/2016",770,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/10/2017",753,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/1990",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/1991",2,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/1992",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/1993",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/1994",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/1995",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/1996",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/1997",449,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/1998",404,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/1999",238,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2000",521,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2001",510,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2002",482,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2003",518,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2004",285,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2005",188,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2006",664,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2007",635,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2008",747,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2009",717,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2010",519,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2011",265,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2012",714,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2013",690,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2014",744,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2015",674,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2016",338,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/11/2017",856,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/1990",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/1991",1,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/1993",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/1994",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/1995",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/1996",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/1997",224,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/1998",150,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/1999",564,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2000",485,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2001",455,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2002",442,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2003",302,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2004",615,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2005",676,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2006",622,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2007",546,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2008",363,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2009",210,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2010",804,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2011",33,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2012",669,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2013",718,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2014",336,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2015",276,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2016",822,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"13/12/2017",734,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/1987",2,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/1993",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/1994",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/1995",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/1996",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/1997",8,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/1998",485,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/1999",406,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2000",499,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2001",182,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2002",510,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2003",490,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2004",508,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2005",514,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2006",304,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2007",183,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2008",708,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2009",678,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2010",678,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2011",747,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2012",10,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2013",758,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2014",663,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2015",749,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2016",748,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2017",406,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/01/2018",258,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/1991",3,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/1994",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/1995",1,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/1996",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/1997",329,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/1998",282,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/1999",146,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2000",485,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2001",439,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2002",440,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2003",434,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2004",306,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2005",660,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2006",659,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2007",595,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2008",627,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2009",371,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2010",191,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2011",819,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2012",33,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2013",639,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2014",763,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2015",349,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2016",267,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2017",710,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/02/2018",657,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/1991",3,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/1992",2,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/1993",1,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/1994",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/1995",1,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/1996",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/1997",346,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/1998",228,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/1999",196,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2000",486,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2001",478,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2002",502,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2003",424,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2004",237,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2005",641,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2006",618,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2007",572,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2008",654,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2009",369,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2010",209,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2011",812,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2012",281,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2013",672,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2014",760,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2015",386,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2016",821,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2017",789,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/03/2018",756,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/1993",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/1994",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/1995",1,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/1996",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/1997",493,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/1998",439,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/1999",509,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2000",417,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2001",250,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2002",193,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2003",540,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2004",501,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2005",579,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2006",286,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2007",305,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2008",815,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2009",799,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2010",781,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2011",758,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2012",180,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2013",237,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2014",813,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2015",751,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2016",744,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2017",305,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/04/2018",370,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/1992",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/1993",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/1994",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/1995",1,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/1996",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/1997",453,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/1998",408,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/1999",436,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2000",182,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2001",534,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2002",488,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2003",501,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2004",486,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2005",271,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2006",231,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2007",715,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2008",773,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2009",723,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2010",766,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2011",440,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2012",305,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2013",722,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2014",646,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2015",796,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2016",370,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2017",311,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/05/2018",828,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/1993",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/1994",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/1995",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/1996",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/1997",205,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/1998",141,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/1999",605,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2000",448,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2001",485,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2002",432,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2003",280,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2004",566,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2005",698,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2006",602,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2007",656,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2008",365,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2009",221,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2010",740,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2011",814,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2012",241,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2013",688,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2014",394,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2015",269,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2016",794,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/06/2017",781,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/1991",1,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/1992",1,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/1993",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/1994",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/1995",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/1996",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/1997",535,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/1998",458,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/1999",510,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2000",430,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2001",260,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2002",176,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2003",558,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2004",520,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2005",599,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2006",563,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2007",260,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2008",811,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2009",711,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2010",773,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2011",788,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2012",198,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2013",252,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2014",767,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2015",412,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2016",753,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/07/2017",744,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/08/1991",3,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/08/1993",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/08/1994",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/08/1995",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/08/1996",0,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/08/1997",426,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/08/1998",346,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/08/1999",252,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/08/2000",527,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/08/2001",467,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/08/2002",508,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
"14/08/2003",490,"oxnetdwp01.oxnet.nhs.uk","EPDS_PSS2","EPISODE_INDEX"
